,Unnamed: 0,Unnamed: 0.1,_id,address,ambience_rating,food_rating,rating,rest_name,review,review_length,review_title,rid,service_rating,url
6760,6760,6760,550239784b4f031faba65bed,"558 Sacramento StreetSan Francisco, CA  94111",1.0,3.0,4.2,Wayfare Tavern,"Waited 59 mins before bread was brought over, in a half empty restaurant. Unacceptable service.",95,Waited 59 mins before bread,45625,5.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=66
6761,6761,6761,550239794b4f031faba65bee,"558 Sacramento StreetSan Francisco, CA  94111",4.0,3.0,4.2,Wayfare Tavern,"Steak tartare outstanding; fried chicken oversalted and left me thirsty. Excellent cocktails and attentive service. The decor (modern hunter's lodge) is much improved than when the space was Rubicon. Earsplittingly loud, but overall I enjoyed our meal.",252,Steak tartare outstanding;,45625,4.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=67
6762,6762,6762,550239794b4f031faba65bef,"558 Sacramento StreetSan Francisco, CA  94111",5.0,4.0,4.2,Wayfare Tavern,Nice experience - portions are huge - had to take food home. It's a true Hot Spot - I would go there again and take friends -,125,Nice experience - portions,45625,4.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=68
6763,6763,6763,550239794b4f031faba65bf0,"558 Sacramento StreetSan Francisco, CA  94111",3.0,2.0,4.2,Wayfare Tavern,"Food is ok but not great; not a good value overall because portions are very small and they expect you to order a la carte for sides (vegetables, etc.). Overhyped place.",169,Food is ok but not great;,45625,3.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=69
6764,6764,6764,550239794b4f031faba65bf1,"558 Sacramento StreetSan Francisco, CA  94111",4.0,5.0,4.2,Wayfare Tavern,"I like this place so much I have been back 4 times. I wish the hostesses would figure out a way to get guests drinks or find a place for people to stand. There is a bar upstairs and a pool room that's open to the public when not reserved. Why can't they let us know this? Not every one wants to sit and eat at the bar. Give cocktailers a place to enjoy their end-of day libations. After being seated, I was reminded why we like this place so much. It's fun, it's convivial and everyone seems to be having a good time. The food is really good and really fun to share. I wish the courses would come a little faster. Waiters never seem to be 100% engaged. But it's always a unique SF experience in a tastefully done space with real charm.",735,I like this place so much,45625,5.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=70
6765,6765,6765,550239794b4f031faba65bf2,"558 Sacramento StreetSan Francisco, CA  94111",5.0,5.0,4.2,Wayfare Tavern,"I loved Wayfare Tavern. And while I appreciate and the fame and fortune Tyler has garnered my new found love affair is not based on his looks or personality - it's about the FOOD, the service, the environment, the pace, tone, and feel... Wayfare fills a true need / oppty in San Francisco - a comfortable yet elegant establishment where we can feel equally at home no matter who we choose to drink / dine with. The MENU is refreshingly unique, the portions are hefty, the FOH is friendly, and the place just FEELS COMFORTABLE, WARM, AND AUTHENTIC. This place has legs - I could eat here once a week. It feels familiar, like family. So way to go Wayfare - you have much to be proud of and we locals welcome you (and appreciate what you are offering us",750,I loved Wayfare Tavern. And,45625,5.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=71
6766,6766,6766,5502397a4b4f031faba65bf3,"558 Sacramento StreetSan Francisco, CA  94111",5.0,4.0,4.2,Wayfare Tavern,"Chef Tyler and Co. have done themselves proud. I waited a couple of weeks out of respect but I suspect things were near perfect from the first night. During my luncheon with a friend, Chef inspected EVERY single dish sent from the kitche, with his cute wife sitting nearby and yet being very discreet. West coast oysters, deviled eggs re-discovered, Fois Gras which was perfect, amazing mac and cheese, and fried chicken. Who on earth manages to get steaming popovers to the table TWICE during the meal? Nicely nailed - and as Tyler himself would say, ""off the hook"". Hats off to phone staff, front desk and servers, as well. One hint: Go now before Chef figures out he's being too generous with the Fois Gras! Don't worry - I took it home!",740,Chef Tyler and Co. have done,45625,5.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=72
6767,6767,6767,5502397a4b4f031faba65bf4,"558 Sacramento StreetSan Francisco, CA  94111",5.0,5.0,4.2,Wayfare Tavern,"Arrived slight;y early but was seated immediately. Food was delicious and I was not able to finish my dinner because of the hearty serving size. My water glass never went empty due to the attentive wait staff. Tyler was kind enough to pose for a picture with my wife. I believe he personally checked every plate that left the kitchen,",334,Arrived slight;y early but,45625,4.0,http://www.opentable.com/wayfare-tavern?rid=45625&tab=2&page=73
6768,6768,6768,550239b64b4f031faba65d25,"439 Powell StreetSan Francisco, CA  94102",4.0,5.0,3.8,Sears Fine Food,"Up to date Nostalgia. The atmosphere and experience was reminiscent dining held to the highest standard. The atmosphere made me feel like a nice restaurant from Vito Corelone's hey day, the food was definitely up to the task of pleasing our tastes in the new melenium. It's gen Y appeal with your grand father's class. Don't miss this San Francisco secret.",356,Bartholomew Butler,4572,4.0,http://www.opentable.com/sears-fine-food?rid=4572&tab=2&page=1
6769,6769,6769,550239b64b4f031faba65d26,"439 Powell StreetSan Francisco, CA  94102",1.0,1.0,3.8,Sears Fine Food,I used your online reservation service to make a reservation on December 30th. When I arrived at the restaurant the host stated that they were not honoring reservations made through your website that evening. He stated there was a miscommunication between the owner and OpenTable. It seems to me that good customer service dictates that the customer be taken care of and miscommunications between a vendor be taken care of behind the scenes. Score zero for customer service.,474,Did not stand behind reservation,4572,1.0,http://www.opentable.com/sears-fine-food?rid=4572&tab=2&page=2
6770,6770,6770,550239b74b4f031faba65d27,"439 Powell StreetSan Francisco, CA  94102",4.0,4.0,3.8,Sears Fine Food,Excellent service and food but disappointed that they no longer have a liquor license only beer and wine.the restaurant upstairs now has the license but it does not warrant it.,176,Excellent service and food,4572,4.0,http://www.opentable.com/sears-fine-food?rid=4572&tab=2&page=3
6771,6771,6771,550239b74b4f031faba65d28,"439 Powell StreetSan Francisco, CA  94102",5.0,5.0,3.8,Sears Fine Food,We had a wonderful dinner here. The food was served quickly and the staff was attentive. Our entrees and dessert were delicious.,128,We had a wonderful dinner,4572,4.0,http://www.opentable.com/sears-fine-food?rid=4572&tab=2&page=4
6772,6772,6772,550239b74b4f031faba65d29,"439 Powell StreetSan Francisco, CA  94102",5.0,5.0,3.8,Sears Fine Food,"I've been to Sear's several times for brunch, and I swear they have the best Eggs Benedict I've ever tasted! Thursday evening was my first time trying Sear's for dinner, however, and I have to say I was just as impressed with dinner as I always am with brunch! The dinner menu has a bunch of classic American dishes (lamb chops, ribs, steak) as well as great local seafood. Also, we had a terrific waiter -- friendly, attentive & quick to get out our meals.

The only warning I would give about Sear's is simply that it does get pretty packed in the mornings, especially weekend mornings, for brunch, so sometimes the earlier the better in order to avoid the throng of tourists from Union Square.",696,I've been to Sear's several,4572,4.0,http://www.opentable.com/sears-fine-food?rid=4572&tab=2&page=5
6773,6773,6773,55023a294b4f031faba65f60,"300 Spear StreetSan Francisco, CA  94105",3.0,2.0,4.2,Prospect,"The ambience was festive. but unfortunately our birthday celebration had some glitches with most entrees not serviced hot and although service was friendly, it wasn't very attentive.  Out of 3 steak dinners only one was hot and the other 3 entrees  were not anything special nor served hot either.  Dining was slow but that  isn't an issue if food is hot & enjoyable, so maybe entrees sat awhile before serving. We had higher hopes based on recent reviews.  One reviewer mentioned upon receiving the menu, the top read ""Happy Birthday,"" which would have been a nice touch, but that didn't occur for us.  I had contracted reservations in advance and thought everything would be memorable  in a good way.",702,Not the special birthday celebration we hoped,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=1
6774,6774,6774,55023a294b4f031faba65f61,"300 Spear StreetSan Francisco, CA  94105",3.0,5.0,4.2,Prospect,"Great special occasion or date night dining! The scallops were tremendous, some of the best I have ever eaten. The burrata and tomato appetizer was excellent as well. Loved the streak for main course, portions very generous. Others at our table raved about the pork chop. Desserts are quite varied and delicious, the best being the popcorn!",340,Excellent food!,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=2
6775,6775,6775,55023a294b4f031faba65f62,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"This place is a hit.  Been here several times and each time everyone in my party enjoyed the food.  They have a slim menu but enough for a good variety, and the food is just tasty, fresh, and made with care by the chefs.  We tried most of the appetizers and several entrees and we all left satisfied.  I recommend the chicken for lunch - so tasty.  Been here for dinner as well and recommend the duck breast.  And, the service is great.   They make sure you are taken cared of the whole time during your meal.  Will be back soon",528,Amazing food and service,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=3
6776,6776,6776,55023a294b4f031faba65f63,"300 Spear StreetSan Francisco, CA  94105",4.0,2.0,4.2,Prospect,"My wife and I had our wedding rehearsal dinner at Prospect 2 years ago, and the food and service were phenomenal.  We decided to go back there last week to celebrate our anniversary.  This time; however, the experience was not as great.  We both ordered the strip steak, which was cooked perfectly, but it was extremely gristly.  We both commented that this is is the type if steak you get at Ponderosa or Sizzler back when we were kids and not what we expect from such a trendy place.  It was $45 and the most expensive entree on the menu, and we expected a much better quality of steak. Our server was very attentive and friendly.  We would definitely go back but hope that this slip is not a permanent spiral and only a fluke.",729,2nd Time Around,45907,3.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=4
6777,6777,6777,55023a2a4b4f031faba65f64,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"Delicious food, attentive service, and reasonable prices make Prospect a better value than other options.",105,Excellent all around,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=5
6778,6778,6778,55023a2a4b4f031faba65f65,"300 Spear StreetSan Francisco, CA  94105",5.0,4.0,4.2,Prospect,We had awesome time celebrating my daddy's birthday. The service was spectacular; the food.... I'm speechless. We will definitely goback again.,143,We had awesome time celebrating,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=6
6779,6779,6779,55023a2a4b4f031faba65f66,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,Best roast chicken ever. Other lunch dishes equally good.,57,Best roast chicken ever. Other,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=7
6780,6780,6780,55023a2a4b4f031faba65f67,"300 Spear StreetSan Francisco, CA  94105",3.0,2.0,4.2,Prospect,"Given how much we like Boulevard, we've been wanting to try Prospect. With New York foodie friends visiting and staying nearby, we decided to give it a go. The cocktails and bartenders boded well -- unfortunately the food that followed was quite ordinary. While meat and fish were cooked well, the sauces and accompaniments were indifferent. The menu also reads as if the food is more creative than it is -- which seems counter to our experience at other great San Francisco restaurants. We were a bit chagrined we hadn't shown them a better dining experience. Now we understand why the restaurant was so quiet. For these prices, the restaurant needs maor attention.",666,Major Disappointment,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=8
6781,6781,6781,55023a2a4b4f031faba65f68,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"Great food, ambiance, and nice to have the wine special on a Sunday night",73,wonderful evening,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=9
6782,6782,6782,55023a2b4b4f031faba65f69,"300 Spear StreetSan Francisco, CA  94105",1.0,4.0,4.2,Prospect,"Creative, interesting and fresh menu selections. Appeared to be the spot for after work dinner meetings and large groups. Service was very slow and seemed too rushed to ever feel welcome. Disappointing evening.",210,"Fine food,atmosphere kills the deal",45907,2.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=10
6783,6783,6783,55023a2b4b4f031faba65f6a,"300 Spear StreetSan Francisco, CA  94105",1.0,3.0,4.2,Prospect,What a disappointment. The service was terrible!!!! They brought the wrong dinner to me and I waited for 10 minutes for them to bring me the correct dinner. My friends were half way throughout their meal. And...Prospect never offered anything to me to apologize.,262,What a disappointment. The,45907,1.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=11
6784,6784,6784,55023a2b4b4f031faba65f6b,"300 Spear StreetSan Francisco, CA  94105",4.0,5.0,4.2,Prospect,Food was great! Sat a table with two large partys close by that talked very loudly!,83,Food was great! Sat a table,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=12
6785,6785,6785,55023a2b4b4f031faba65f6c,"300 Spear StreetSan Francisco, CA  94105",4.0,4.0,4.2,Prospect,Great for and service. Definitely worth a repeat visit,54,Great for and service. Definitely,45907,3.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=13
6786,6786,6786,55023a2c4b4f031faba65f6d,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"One of the best high end restaurant in town. Classy and stylish decor, and a very acceptable noise level (on a Friday night) are among the things you'll notice upon getting there. Food is class A, we had heirloom tomatoes with burrata, seared scallops and kobe short ribs - everything was extremely good.
The wine selection is one of the most complete I've ever seen, and I was really glad I could have a bottle of ""Rosso di Montalcino"", coming from one of my favorites Italian wineries (yup I'm from there, born and raised). Service is what you would expect from this class of restaurant, professional and timely. All of this doesn't come cheap of course, but you pay for what you get, and you'll get a lot.",708,One of the best high end restaurant,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=14
6787,6787,6787,55023a2c4b4f031faba65f6e,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"Great relax spacious place for brunch. You can have a conversation with friends & families. The table is far enough , you don't feel crowded like many other brunch places.
Of course, the food is delicious & well presented, the service is well attentive & friendly. Parking is not too hard. Excellent experience !",312,Great relax spacious place,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=15
6788,6788,6788,55023a2c4b4f031faba65f6f,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"Outstanding menu and wine list
Exceptional service
Worth trying more than once!",79,Outstanding menu and wine,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=16
6789,6789,6789,55023a2c4b4f031faba65f70,"300 Spear StreetSan Francisco, CA  94105",5.0,4.0,4.2,Prospect,"The food was excellent, the service was superb and the atmosphere was acceptable for our business dinner.",105,"The food was excellent, the",45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=17
6790,6790,6790,55023a2c4b4f031faba65f71,"300 Spear StreetSan Francisco, CA  94105",1.0,3.0,4.2,Prospect,"I had to rate the service poor because from the minute we showed up to the time I checked in with someone (I think she ended up being the manager on duty), we had terrible service. They did have a big group ahead of us, but I have not had such poor service anywhere in San Francisco. The manager redeemed Prospect a bit by totally taking over and saving the night, so it wasn't all a wash, and the food was good. Just don't think I would go back with so many other options available in the city.",495,Poor Service,45907,3.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=18
6791,6791,6791,55023a2d4b4f031faba65f72,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"Our first visit and we were very impressed and satisfied. The menu was creative and well executed. the service was attentive, but not overbearing.",146,Our first visit and we were,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=19
6792,6792,6792,55023a2d4b4f031faba65f73,"300 Spear StreetSan Francisco, CA  94105",2.0,4.0,4.2,Prospect,The food is delicious and inventive. We did a good bit on waiting on service -- cocktails took 20 minutes to arrive. Waiter disappeared for 30 minutes between entree and dessert.,178,The food is delicious and,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=20
6793,6793,6793,55023a2d4b4f031faba65f74,"300 Spear StreetSan Francisco, CA  94105",3.0,1.0,4.2,Prospect,"Our waitress said if i liked lamb i would like goat. WRONG! I should have got the duck.

I will never order goat again, it isn't like lamb at all and was chewy.",160,Our waitress said if i liked,45907,3.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=21
6794,6794,6794,55023a2d4b4f031faba65f75,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"We loved the seasonal food, especially the fig salad and the chef's combination of flavors!
The servers were friendly, helpful & very knowledgeable. The pork chop entree was fabulous!
A very contemporary & chic dining spot! We look forward to returning!",253,"We loved the seasonal food,",45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=22
6795,6795,6795,55023a2d4b4f031faba65f76,"300 Spear StreetSan Francisco, CA  94105",4.0,5.0,4.2,Prospect,"I'm not a fan of quail. It's a lot of work for not much meat and the quail is usually overcooked. Not so at Prospect. Partially deboned, juicy and full of flavor. It was almost my favorite dish. My favorite was the duck which was done perfectly (I had mine medium rare) with crispy skin and a juiciness which was inherent and not due to sauce.

In general I was very impressed by the presentation of the food and the fact that I could discern the distinct flavors of each dishes components. The components complemented each other beautifully.

The service was attentive but not intrusive. The ambience was comfortable but elegant. Prospect was exactly the kind of restaurant I think of when I think of fine dining in San Francisco",730,I'm not a fan of quail. It's,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=23
6796,6796,6796,55023a2e4b4f031faba65f77,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"Excellent food and service. Nice dining room and bar. Pricey drinks w/un-generous
liquor pours. Not as wonderful as boulevard, in variety and ambiance.",151,Excellent food and service.,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=24
6797,6797,6797,55023a2e4b4f031faba65f78,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,Fabulous food. The appetizers were all great but the beets with burrata were particularly memorable. As was the goat main course.,129,Fabulous food. The appetizers,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=25
6798,6798,6798,55023a2e4b4f031faba65f79,"300 Spear StreetSan Francisco, CA  94105",4.0,4.0,4.2,Prospect,"In a grand space, Prospect is sophisticated urbanity at its best. From the complimentary amuse bouche to the delectable sea bass, the food was wonderful. Minor note was the less than creamy burrata in the arugula and radicchio salad.",233,"In a grand space, Prospect",45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=26
6799,6799,6799,55023a2e4b4f031faba65f7a,"300 Spear StreetSan Francisco, CA  94105",4.0,4.0,4.2,Prospect,"Based on some of the negative reviews, I hesitated to try Prospect. My experience was very good from the food to the service, and I will definitely go back. Unlike some of the reviewers, I found the food to be creative and tasty, and the portions to be in an amount that I expect and like at a ""fine dining"" type restaurant.",324,Based on some of the negative,45907,3.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=27
6800,6800,6800,55023a2e4b4f031faba65f7b,"300 Spear StreetSan Francisco, CA  94105",5.0,4.0,4.2,Prospect,"Overall experience was very good -- lively environment, although able to have a conversation without shouting. Food is terrific and service excellent....did not have the sense that they were trying to turn the table quickly. Very relaxing and nice experience, overall.",268,Overall experience was very,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=28
6801,6801,6801,55023a2f4b4f031faba65f7c,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,Excellent food. Service was also extremely good. Really enjoyed the meal.,73,Excellent food. Service was,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=29
6802,6802,6802,55023a2f4b4f031faba65f7d,"300 Spear StreetSan Francisco, CA  94105",4.0,5.0,4.2,Prospect,"Outstanding, imaginative food, great buzz, good service, this place has it all. The food was well executed and beautifully presented. This place has come into it's own. The menu choices were great across the board.",214,"Outstanding, imaginative food,",45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=30
6803,6803,6803,55023a2f4b4f031faba65f7e,"300 Spear StreetSan Francisco, CA  94105",1.0,4.0,4.2,Prospect,"Overall a great spot - but I was disappointed in the service. Our server was half asleep and really looked like he would have rather been somewhere else. No energy, no opinions on specialties, etc - should be excited to work at a great new spot, not bored with it.",264,Overall a great spot - but,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=31
6804,6804,6804,55023a2f4b4f031faba65f7f,"300 Spear StreetSan Francisco, CA  94105",5.0,5.0,4.2,Prospect,"We went after an early opera for a light meal. Two of us started with the reconstructed pied de cochon. It was excellent though if there was some way to include a bit of crispy pig skin it would be even more amazing. Then we had 2 more appetizers: black cod for me & quail for him, both were beautifully presented & thoroughly delicious. Our friend had a lovely seafood risotto type dish. Again, excellent. I had some ricotta beignet type things for dessert that were wonderful. They had ice cream sandwiches - these were good but I thought the cookie was too thick & chewy. They liked it though. Good wines. My only negative was the oppressive throbbing techno music - it may be hip but I found it intrusive. I like Jazz, classical or quiet.",742,We went after an early opera,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=32
6805,6805,6805,55023a2f4b4f031faba65f80,"300 Spear StreetSan Francisco, CA  94105",4.0,4.0,4.2,Prospect,The food was delicious and the service was high level. We enjoyed the shrimp appetizer tremendously and each of our entrees was well prepared.,142,The food was delicious and,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=33
6806,6806,6806,55023a304b4f031faba65f81,"300 Spear StreetSan Francisco, CA  94105",4.0,4.0,4.2,Prospect,"We really enjoyed our dinner at Prospect. The room is lovely, airy, with a nice uncrowded feeling. Despite a couple of small errors, quickly corrected, the service was very good. The food was very good and interesting; a nice menu with many attractive choices.",260,We really enjoyed our dinner,45907,5.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=34
6807,6807,6807,55023a304b4f031faba65f82,"300 Spear StreetSan Francisco, CA  94105",4.0,3.0,4.2,Prospect,"The service here is outstanding, however there's something lacking about this place that's hard to pin down. While they've spent lot of money on the decor, the space is like any number of high end hotel restaurants----totally forgettable. The food, while good, is not exciting and highly generic. Nothing stands out except the service, which is terrific. But there are so many other wonderful restaurants in San Francisco it's hard to make a case for going back here. The bar is lively so that's probably the biggest draw, if that's what you're looking for.",557,"The service here is outstanding,",45907,2.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=35
6808,6808,6808,55023a304b4f031faba65f83,"300 Spear StreetSan Francisco, CA  94105",5.0,4.0,4.2,Prospect,"For a restaurant that has only been open 4 days (at the time of this review), the service at Prospect was spot-on. The restaurant is lively and the bar scene here is vibrant. Notable food to order are the ""Day Boat Scallops with White Summer Truffles"" and the ""Lamb Loin and Rib.""",280,For a restaurant that has,45907,4.0,http://www.opentable.com/prospect?rid=45907&tab=2&page=36
6809,6809,6809,55023a344b4f031faba65f96,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,"As good as or better than French Laundry.  Mind-blowing. Creative, outstanding food. Really special.  18 courses and each one incredible.  Service perfect.  Corey Lee is a genius.",179,3 michelin stars says it all.,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=1
6810,6810,6810,55023a344b4f031faba65f97,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,4.0,4.6,Benu,"The service and ambiance were exceptional. Every aspect of detail was taken into consideration and handled perfectly. The menu was thoughtfully put together. Unfortunately my girlfriend and I don't care for eggs and the first course was a thousand year old quail egg. We both decided to eat everything we were given, so we ate them. It was not our favorite part of the meal but eating it enhanced our experience. We loved our meal and would certainly return the next time we are in San Francisco. Our party had a food allergy which was handled perfectly, and some of the substitutions were better than the original",614,Loved this place,45916,4.0,http://www.opentable.com/benu?rid=45916&tab=2&page=2
6811,6811,6811,55023a344b4f031faba65f98,"22 Hawthorne StreetSan Francisco, CA  94105",4.0,2.0,4.6,Benu,"As an Asian, I would say that the attempt here at Asian fusion cuisine was rather disappointing after all the hype I received. For a start, there are just too many courses and inevitably, flavours will clash rather than complement. I would have much preferred 8-9 courses which would deliver a much more memorable and pleasant experience. Secondly, the ingredients in the food served is nothing fantastic for somewhere charging over $200 for a meal; anchovies and peanuts are everyday staples where I come from as was the prawn crackers.

Wish I hadn't cancelled my reservations at Quince....",592,Let Down,45916,3.0,http://www.opentable.com/benu?rid=45916&tab=2&page=3
6812,6812,6812,55023a354b4f031faba65f99,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,"Ingredients, presentation, taste, pairings ... all were fantastic. Service was exceptional.",91,Food and service were equally great,45916,3.0,http://www.opentable.com/benu?rid=45916&tab=2&page=4
6813,6813,6813,55023a354b4f031faba65f9a,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,"Es una gran experiencia, que todo persona debe vivir, las sensaciones que produce tan maravillosa comida envuelto en un ambiente mgico hace de esta ocasin una cena inolvidable",177,EXCELENTE,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=5
6814,6814,6814,55023a354b4f031faba65f9b,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,4.0,4.6,Benu,Food is really good but not worth the price. Definite a fit for foodies who don't find a $250 tasting menu ridiculous l,119,Food is really good but not,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=6
6815,6815,6815,55023a354b4f031faba65f9c,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,"We went to Benu to try the tasting menu after reading about it in Food and Wine magazine. We were treated to one of the best meals of our lives. The unique ingredients, variety of courses, cleaver use of serving ware, and attentive, knowledgable servers made it an experience to remember. The price of the tasting menu is high, but we appreciated its worth once we saw all of the hard work that went I to it. The decor is pleasant but non-descript, allowing the food to provide the true flavor for the evening. It you are looking for a truly special meal, Benu will not disappoint!",581,A meal to remember!,45916,3.0,http://www.opentable.com/benu?rid=45916&tab=2&page=7
6816,6816,6816,55023a354b4f031faba65f9d,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,"The taste of the food are so unique. However, it seems like they use the same kind of sauces over again (the white one, which is too creamy for me), and cause I personally don't like that sauce so much, so..ya... but overall is really good! thumbs up!",251,The taste of the food are,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=8
6817,6817,6817,55023a364b4f031faba65f9e,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,Benu is worth every penny. Anyone given the opportunity to go there should seize it,83,Benu is worth every penny.,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=9
6818,6818,6818,55023a364b4f031faba65f9f,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,2.0,4.6,Benu,Just way to much money for the food. Food was good but not $200 for a single diner Add the wine pairing it's $300. Food and wine were not worth that kind of money. I would not come again,186,Pricey,45916,4.0,http://www.opentable.com/benu?rid=45916&tab=2&page=10
6819,6819,6819,55023a364b4f031faba65fa0,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,4.0,4.6,Benu,"Loved the decor. Corey and his staff do a wonderful job. The waiters are extremely knowledgeable and happy to answer questions. Corey's cuisine is innovative and fun. We enjoyed the tasting menu. Too many courses, but a handful were quite memorable.",249,Loved the decor. Corey and,45916,4.0,http://www.opentable.com/benu?rid=45916&tab=2&page=11
6820,6820,6820,55023a364b4f031faba65fa1,"22 Hawthorne StreetSan Francisco, CA  94105",4.0,4.0,4.6,Benu,"I was bummed to get a reservation confirmation telling me that Fri/Sat was Prix Fixe only. I am glad they told me, but OpenTable should add a feature to confirm this when booking a spot for Fri/Sat. My best friend could not come because it was $$. So, we had an odd number at the table, and he still could not come to even it out unless he had the PF. I know it's meant to be just for one and they swore the portions were small, but I was full halfway through and really felt like I wasted half my money. I didn't eat a lot of it and really wish given half my dishes to a friend. The food was so-so based on my experience having amazing Asian food all over Asia and having great dining all over the Bay Area.",708,I was bummed to get a reservation,45916,4.0,http://www.opentable.com/benu?rid=45916&tab=2&page=12
6821,6821,6821,55023a364b4f031faba65fa2,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,just perfect / fantastic food and perfect wine pairing,54,just perfect / fantastic food,45916,4.0,http://www.opentable.com/benu?rid=45916&tab=2&page=13
6822,6822,6822,55023a374b4f031faba65fa3,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,3.0,4.6,Benu,They are just trying way to hard! The food was good but only 2 or three of the 15+ dishes on the tasting menu really worked and 6 or 7 were just downright wired and unpleasant.,176,They are just trying way to,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=14
6823,6823,6823,55023a374b4f031faba65fa4,"22 Hawthorne StreetSan Francisco, CA  94105",5.0,5.0,4.6,Benu,Innovative and gastronomically creative. A true celebration of the magic of food chemistry.,91,Innovative and gastronomically,45916,5.0,http://www.opentable.com/benu?rid=45916&tab=2&page=15
